video_name,weather,split
vid_2-00.00.17.806-00.00.21.721-seg2,Night,train
vid_2-00.00.24.634-00.00.30.633-seg2,Night,val
vid_2-00.00.25.145-00.00.27.521-seg2,Night,train
vid_2-00.00.25.379-00.00.28.311-seg3,Night,train
vid_2-00.00.28.231-00.00.31.293-seg06,Night,train
vid_2-00.00.32.153-00.00.36.818-seg3,Night,train
vid_2-00.00.32.452-00.00.34.575-seg07,Night,train
vid_2-00.00.33.392-00.00.35.191-seg2,Night,train
vid_2-00.00.36.463-00.00.39.263-seg08,Night,train
vid_2-00.00.36.495-00.00.37.787-seg3,Night,train
vid_2-00.00.40.646-00.00.43.444-seg09,Night,train
vid_2-00.00.41.011-00.00.45.394-seg2,Night,train
vid_2-00.00.41.192-00.00.46.520-seg2,Night,val
vid_2-00.00.41.965-00.00.43.303-seg4,Night,val
vid_2-00.00.46.328-00.00.49.036-seg11,Night,val
vid_2-00.00.49.336-00.00.55.480-seg3,Night,train
vid_2-00.00.50.988-00.00.54.509-seg12,Night,train
vid_2-00.00.52.536-00.00.54.996-seg5,Night,val
vid_2-00.00.55.514-00.00.57.198-seg4,Night,val
vid_2-00.00.55.597-00.01.01.205-seg4,Night,train
vid_2-00.00.56.738-00.00.59.066-seg6,Night,train
vid_2-00.01.05.373-00.01.08.249-seg4,Night,train
vid_2-00.01.05.884-00.01.08.121-seg5,Night,val
vid_2-00.01.09.134-00.01.10.153-seg6,Night,val
vid_2-00.01.16.901-00.01.19.426-seg6,Night,train
vid_2__1,Rain,train
vid_2__10,Rain,train
vid_2__2,Rain,train
vid_2__3,Rain,test
vid_2__4,Rain,train
vid_2__5,Rain,train
vid_2__6,Rain,val
vid_2__7,Rain,val
vid_2__8,Rain,train
vid_2__9,Rain,train
vid_3-00.00.00.000-00.00.02.157-seg1,Night,train
vid_3-00.00.00.000-00.00.02.809-seg1,Night,train
vid_3-00.00.00.000-00.00.03.128-seg1,Night,train
vid_3-00.00.00.000-00.00.03.210-seg1,Night,train
vid_3-00.00.01.415-00.00.03.953-seg1,Night,train
vid_3-00.00.01.719-00.00.05.415-seg1,Night,train
vid_3-00.00.04.248-00.00.07.372-seg01,Night,train
vid_3-00.00.05.029-00.00.07.453-seg2,Night,train
vid_3-00.00.05.295-00.00.12.151-seg1,Night,test
vid_3-00.00.07.050-00.00.09.644-seg2,Night,test
vid_3-00.00.07.200-00.00.09.360-seg1,Night,train
vid_3-00.00.07.344-00.00.09.532-seg2,Night,train
vid_3-00.00.08.870-00.00.11.239-seg02,Night,train
vid_3-00.00.09.907-00.00.11.803-seg3,Night,train
vid_3-00.00.11.201-00.00.14.727-seg3,Night,train
vid_3-00.00.12.367-00.00.13.951-seg2,Night,test
vid_3-00.00.12.810-00.00.15.398-seg03,Night,train
vid_3-00.00.12.899-00.00.15.149-seg2,Night,train
vid_3-00.00.14.155-00.00.15.910-seg3,Night,val
vid_3-00.00.16.379-00.00.18.551-seg3,Night,train
vid_3-00.00.17.161-00.00.18.804-seg2,Night,train
vid_3-00.00.17.930-00.00.20.173-seg4,Night,train
vid_3-00.00.20.463-00.00.25.871-seg2,Night,train
vid_3-00.00.27.215-00.00.32.751-seg3,Night,train
vid_3-00.00.27.967-00.00.30.919-seg3,Night,train
vid_3-00.00.28.695-00.00.31.524-seg07,Night,train
vid_3-00.00.28.822-00.00.31.467,Night,train
vid_3-00.00.29.494-00.00.32.002-seg4,Night,train
vid_3-00.00.33.369-00.00.35.469-seg4,Night,train
vid_3-00.00.34.159-00.00.37.039-seg4,Night,train
vid_3-00.00.36.572-00.00.38.181-seg5,Night,test
vid_3-00.00.38.263-00.00.40.455-seg5,Night,train
vid_3-00.00.41.519-00.00.46.647-seg5,Night,train
vid_3-00.00.42.623-00.00.44.461-seg6,Night,train
vid_3-00.00.46.594-00.00.50.711-seg7,Night,train
vid_3-00.00.51.190-00.00.54.449-seg5,Night,train
vid_3-00.00.52.690-00.00.56.426-seg8,Night,train
vid_3-00.01.02.596-00.01.05.061-seg6,Night,train
vid_4-00.00.00.000-00.00.02.073-seg1,Night,val
vid_4-00.00.00.000-00.00.02.180-seg1,Night,train
vid_4-00.00.00.000-00.00.02.377-seg1,Night,test
vid_4-00.00.00.000-00.00.03.104-seg1,Night,train
vid_4-00.00.00.742-00.00.04.303-seg1,Night,val
vid_4-00.00.02.413-00.00.05.861-seg1,Night,train
vid_4-00.00.03.482-00.00.06.102-seg2,Night,test
vid_4-00.00.03.858-00.00.07.193-seg2,Night,train
vid_4-00.00.03.975-00.00.06.753-seg1,Night,train
vid_4-00.00.04.464-00.00.06.973-seg1,Night,train
vid_4-00.00.04.813-00.00.06.415-seg2,Night,val
vid_4-00.00.05.935-00.00.09.255-seg2,Night,train
vid_4-00.00.06.132-00.00.09.198-seg2,Night,train
vid_4-00.00.08.181-00.00.11.155-seg3,Night,test
vid_4-00.00.08.638-00.00.11.980-seg2,Night,test
vid_4-00.00.09.832-00.00.14.322-seg2,Night,train
vid_4-00.00.10.130-00.00.13.438-seg3,Night,train
vid_4-00.00.12.498-00.00.16.302-seg1,Night,test
vid_4-00.00.12.966-00.00.16.715-seg4,Night,train
vid_4-00.00.25.165-00.00.30.302-seg2,Night,train
vid_4-00.00.26.301-00.00.29.228-seg2,Night,train
vid_4-00.00.30.407-00.00.32.276-seg5,Night,val
vid_4-00.00.31.636-00.00.34.620-seg3,Night,train
vid_4-00.00.32.976-00.00.36.726-seg4,Night,val
vid_4-00.00.36.484-00.00.39.852-seg6,Night,train
vid_4-00.00.45.628-00.00.52.644-seg4,Night,train
vid_5-00.00.00.000-00.00.01.976-seg1,Night,test
vid_5-00.00.00.000-00.00.02.195-seg1,Night,train
vid_5-00.00.00.000-00.00.02.228-seg1,Night,train
vid_5-00.00.01.376-00.00.05.600-seg1,Night,test
vid_5-00.00.03.005-00.00.06.725-seg01,Night,train
vid_5-00.00.03.211-00.00.06.897-seg2,Night,train
vid_5-00.00.03.557-00.00.07.022-seg2,Night,val
vid_5-00.00.03.568-00.00.08.591,Night,train
vid_5-00.00.03.623-00.00.06.175-seg2,Night,train
vid_5-00.00.06.736-00.00.12.968-seg1,Night,train
vid_5-00.00.07.357-00.00.10.097-seg1,Night,test
vid_5-00.00.07.783-00.00.10.215-seg3,Night,train
vid_5-00.00.07.960-00.00.10.234-seg3,Night,train
vid_5-00.00.08.195-00.00.12.197-seg02,Night,train
vid_5-00.00.08.743-00.00.16.347-seg1,Night,train
vid_5-00.00.09.488-00.00.12.360-seg2,Night,val
vid_5-00.00.10.291-00.00.12.923-seg1,Night,test
vid_5-00.00.12.295-00.00.14.419-seg2,Night,val
vid_5-00.00.12.708-00.00.15.252-seg4,Night,train
vid_5-00.00.13.255-00.00.15.406-seg4,Night,train
vid_5-00.00.25.855-00.00.29.209-seg3,Night,test
vid_5-00.00.26.110-00.00.28.350-seg3,Night,train
vid_5-00.00.31.542-00.00.33.388-seg4,Night,train
vid_5-00.00.34.247-00.00.37.060-seg6,Night,val
vid_5-00.00.49.194-00.00.52.596-seg09,Night,train
vid_6-00.00.00.000-00.00.02.290-seg1,Night,test
vid_6-00.00.02.907-00.00.07.319-seg1,Night,test
vid_6-00.00.06.709-00.00.13.533-seg1,Night,train
vid_6-00.00.12.196-00.00.15.965-seg2,Night,train
vid_6-00.00.12.418-00.00.14.882-seg1,Night,train
vid_6-00.00.26.015-00.00.31.095-seg2,Night,train
vid_6-00.00.27.302-00.00.29.259-seg2,Night,test
vid_6-00.00.31.916-00.00.34.175-seg3,Night,val
vid_6-00.00.32.096-00.00.34.568-seg2,Night,train
vid_6-00.00.51.965-00.00.54.699-seg6,Night,train
vid_6-00.01.05.658-00.01.14.460,Night,train
vid_7-00.00.00.000-00.00.02.294-seg1,Night,train
vid_7-00.00.03.084-00.00.07.552-seg1,Night,train
vid_7-00.00.05.144-00.00.06.416-seg2,Night,train
vid_7-00.00.05.499-00.00.07.654-seg1,Night,train
vid_7-00.00.07.839-00.00.12.463-seg1,Night,train
vid_7-00.00.12.289-00.00.15.358-seg1,Night,train
vid_7-00.00.12.802-00.00.16.026-seg2,Night,val
vid_7-00.00.14.868-00.00.18.540-seg1,Night,val
vid_7-00.00.20.027-00.00.21.846-seg2,Night,test
vid_7-00.00.28.492-00.00.34.364-seg2,Night,train
vid_7-00.00.28.765-00.00.34.062-seg2,Night,train
vid_7-00.00.38.612-00.00.43.716-seg3,Night,train
vid_7-00.00.44.053-00.00.46.206-seg7,Night,train
vid_7-00.00.52.002-00.00.55.850-seg3,Night,train
vid_7-00.00.53.886-00.00.58.231-seg4,Night,train
vid_7-00.01.16.456-00.01.20.416-seg4,Night,train
vid_8-00.00.00.000-00.00.01.912-seg1,Night,train
vid_8-00.00.00.000-00.00.02.556-seg1,Night,train
vid_8-00.00.00.000-00.00.02.973-seg1,Night,val
vid_8-00.00.02.600-00.00.05.156-seg1,Night,train
vid_8-00.00.02.880-00.00.08.848-seg1,Night,train
vid_8-00.00.05.060-00.00.07.257-seg2,Night,train
vid_8-00.00.05.824-00.00.09.401-seg2,Night,train
vid_8-00.00.07.761-00.00.10.111-seg2,Night,train
vid_8-00.00.08.411-00.00.09.995-seg2,Night,train
vid_8-00.00.08.508-00.00.11.498-seg1,Night,train
vid_8-00.00.09.516-00.00.11.610-seg3,Night,train
vid_8-00.00.12.790-00.00.15.926-seg3,Night,train
vid_8-00.00.13.299-00.00.15.462-seg2,Night,train
vid_8-00.00.13.691-00.00.16.837-seg3,Night,test
vid_8-00.00.35.259-00.00.40.860-seg2,Night,val
vid_8-00.00.38.832-00.00.41.013-seg4,Night,train
vid_8-00.01.23.931-00.01.30.731-seg2,Night,train
vid_9-00.00.00.000-00.00.02.042-seg01,Night,val
vid_9-00.00.00.000-00.00.02.125-seg1,Night,val
vid_9-00.00.00.000-00.00.02.659-seg1,Night,train
vid_9-00.00.03.744-00.00.06.449-seg02,Night,train
vid_9-00.00.03.810-00.00.11.430-seg1,Night,val
vid_9-00.00.04.531-00.00.07.412-seg2,Night,train
vid_9-00.00.08.618-00.00.12.826-seg1,Night,train
vid_9-00.00.08.620-00.00.12.112-seg3,Night,test
vid_9-00.00.08.890-00.00.11.930-seg03,Night,train
vid_9-00.00.13.686-00.00.16.397-seg04,Night,train
vid_9-00.00.26.436-00.00.32.172-seg2,Night,train
vid_9-00.00.27.858-00.00.31.874-seg3,Night,val
vid_9-00.00.34.002-00.00.36.488-seg2,Night,train
vid_9-00.00.38.626-00.00.41.621-seg3,Night,train
vid_9-00.00.42.531-00.00.45.785-seg10,Night,train
vid_9-00.00.55.625-00.01.01.533-seg4,Night,train
vlc-record-2025-08-13-16h29m19s-00000000206000000.mp4--00.00.00.000-00.00.05.004-seg1,Rain,train
vlc-record-2025-08-13-16h29m19s-00000000206000000.mp4--00.00.05.004-00.00.10.009-seg2,Rain,train
vlc-record-2025-08-13-16h29m19s-00000000206000000.mp4--00.00.10.009-00.00.13.391-seg3,Rain,train
vlc-record-2025-08-13-16h33m56s-00000000206000000-00.00.00.000-00.00.04.482-seg1,Rain,val
vlc-record-2025-08-13-16h33m56s-00000000206000000-00.00.04.482-00.00.08.874-seg2,Rain,train
vlc-record-2025-08-17-00h16m21s-00000001798000000.mp4--00.00.00.000-00.00.05.012-seg1,Rain,train
vlc-record-2025-08-17-00h16m21s-00000001798000000.mp4--00.00.05.012-00.00.10.012-seg2,Rain,train
vlc-record-2025-08-17-00h16m21s-00000001798000000.mp4--00.00.10.012-00.00.16.480-seg3,Rain,train
vlc-record-2025-08-17-00h16m39s-00000001798000000.mp4--00.00.00.000-00.00.04.752-seg1,Rain,test
vlc-record-2025-08-17-00h16m39s-00000001798000000.mp4--00.00.04.752-00.00.09.587-seg2,Rain,train
vlc-record-2025-08-17-00h17m02s-00000001798000000.mp4--00.00.00.000-00.00.05.014-seg1,Rain,train
vlc-record-2025-08-17-00h17m02s-00000001798000000.mp4--00.00.05.014-00.00.10.009-seg2,Rain,train
vlc-record-2025-08-17-00h17m02s-00000001798000000.mp4--00.00.10.009-00.00.15.003-seg3,Rain,train
vlc-record-2025-08-17-00h17m02s-00000001798000000.mp4--00.00.15.003-00.00.20.018-seg4,Rain,train
vlc-record-2025-08-17-00h17m02s-00000001798000000.mp4--00.00.20.018-00.00.25.150-seg5,Rain,train
vlc-record-2025-08-17-00h18m10s-00000001798000000.mp4-,Rain,train
vlc-record-2025-08-17-00h18m21s-00000001798000000.mp4--00.00.00.000-00.00.06.001-seg1,Rain,train
vlc-record-2025-08-17-00h18m21s-00000001798000000.mp4--00.00.06.001-00.00.11.845-seg2,Rain,train
vlc-record-2025-08-17-01h02m43s-00000002045000000.mp4--00.00.00.000-00.00.06.507-seg1,Rain,test
vlc-record-2025-08-17-01h02m43s-00000002045000000.mp4--00.00.06.507-00.00.13.423-seg2,Rain,train
vlc-record-2025-08-17-01h06m11s-00000002045000000.mp4--00.00.00.000-00.00.05.069-seg1,Rain,train
vlc-record-2025-08-17-01h06m11s-00000002045000000.mp4--00.00.05.069-00.00.09.943-seg2,Rain,train
vlc-record-2025-08-17-01h06m25s-00000002045000000-00.00.00.000-00.00.07.131-seg1,Rain,test
vlc-record-2025-08-17-01h06m25s-00000002045000000-00.00.07.131-00.00.14.341-seg2,Rain,val
vlc-record-2025-08-17-01h07m15s-00000002045000000.mp4--00.00.00.000-00.00.06.712-seg1,Rain,train
vlc-record-2025-08-17-01h07m15s-00000002045000000.mp4--00.00.06.712-00.00.11.851-seg2,Rain,train
vlc-record-2025-08-17-01h07m15s-00000002045000000.mp4--00.00.11.851-00.00.16.638-seg3,Rain,train
vlc-record-2025-08-17-01h07m45s-00000002045000000.mp4--00.00.00.000-00.00.05.021-seg1,Rain,train
vlc-record-2025-08-17-01h07m45s-00000002045000000.mp4--00.00.05.021-00.00.10.019-seg2,Rain,train
vlc-record-2025-08-17-01h07m45s-00000002045000000.mp4--00.00.10.019-00.00.15.016-seg3,Rain,train
vlc-record-2025-08-17-01h07m45s-00000002045000000.mp4--00.00.15.016-00.00.20.013-seg4,Rain,test
vlc-record-2025-08-17-01h07m45s-00000002045000000.mp4--00.00.20.013-00.00.25.011-seg5,Rain,train
vlc-record-2025-08-17-01h07m45s-00000002045000000.mp4--00.00.25.011-00.00.30.582-seg6,Rain,train
vlc-record-2025-08-17-01h08m21s-00000002045000000.mp4--00.00.00.000-00.00.05.003-seg1,Rain,val
vlc-record-2025-08-17-01h08m21s-00000002045000000.mp4--00.00.05.003-00.00.10.007-seg2,Rain,val
vlc-record-2025-08-17-01h08m21s-00000002045000000.mp4--00.00.10.007-00.00.15.841-seg3,Rain,train
vlc-record-2025-08-17-01h08m21s-00000002045000000.mp4--00.00.15.841-00.00.20.905-seg4,Rain,train
vlc-record-2025-08-17-01h08m21s-00000002045000000.mp4--00.00.20.905-00.00.25.909-seg5,Rain,val
vlc-record-2025-08-17-11h15m46s-22May2025_rain.mp4-,Rain,train
vlc-record-2025-08-17-11h20m36s-22May2025_rain.mp4--00.00.00.000-00.00.05.117-seg1,Rain,train
vlc-record-2025-08-17-11h20m36s-22May2025_rain.mp4--00.00.05.117-00.00.10.979-seg2,Rain,test
vlc-record-2025-08-17-11h20m36s-22May2025_rain.mp4--00.00.10.979-00.00.16.404-seg3,Rain,val
vlc-record-2025-08-17-11h21m41s-22May2025_rain.mp4--00.00.00.000-00.00.05.601-seg1,Rain,test
vlc-record-2025-08-17-11h21m41s-22May2025_rain.mp4--00.00.05.601-00.00.12.621-seg2,Rain,train
vlc-record-2025-08-17-11h21m41s-22May2025_rain.mp4--00.00.12.621-00.00.18.985-seg3,Rain,train
vlc-record-2025-12-06-13h57m30s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-06-14h22m04s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-06-14h35m45s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-06-17h19m55s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-06-18h25m15s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-06-18h42m23s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-06-18h50m29s-00000000727000000.mp4-,Haze,test
vlc-record-2025-12-06-19h01m02s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-06-19h12m53s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-06-19h16m53s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-06-19h20m08s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-06-19h24m07s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-06-19h33m26s-00000000727000000.mp4-,Haze,val
vlc-record-2025-12-06-23h52m19s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-06-23h56m19s-00000000727000000.mp4-,Haze,test
vlc-record-2025-12-07-00h00m32s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-00h04m38s-00000000727000000.mp4-,Haze,test
vlc-record-2025-12-07-00h07m25s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-00h09m28s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-00h16m37s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-00h20m15s-00000000727000000.mp4-,Haze,val
vlc-record-2025-12-07-00h20m32s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-00h29m38s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-00h30m40s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-00h35m39s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-00h36m11s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-00h42m21s-00000000727000000.mp4-,Haze,val
vlc-record-2025-12-07-00h47m00s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-12h26m20s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-12h31m20s-00000000727000000.mp4-,Haze,test
vlc-record-2025-12-07-13h17m14s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-13h17m14s-00000000727000000.mp4-,Night,train
vlc-record-2025-12-07-13h25m26s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-13h25m26s-00000000727000000.mp4-,Night,test
vlc-record-2025-12-07-14h22m26s-00000000727000000.mp4-,Haze,val
vlc-record-2025-12-07-14h22m26s-00000000727000000.mp4-,Night,test
vlc-record-2025-12-07-14h41m39s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-14h41m39s-00000000727000000.mp4-,Night,train
vlc-record-2025-12-07-14h44m14s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-14h44m14s-00000000727000000.mp4-,Night,train
vlc-record-2025-12-07-14h50m43s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-14h55m23s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-22h53m01s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-22h53m17s-00000000727000000.mp4-,Haze,val
vlc-record-2025-12-07-23h02m29s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-23h04m18s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-23h06m58s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-23h09m51s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-23h11m24s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-23h14m17s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-23h19m42s-00000000727000000.mp4-,Haze,test
vlc-record-2025-12-07-23h49m36s-00000000727000000.mp4-,Haze,val
vlc-record-2025-12-07-23h52m56s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-23h53m57s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-23h57m09s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-07-23h59m22s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h00m22s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h00m43s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h01m06s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h01m22s-00000000727000000.mp4-,Haze,val
vlc-record-2025-12-08-00h01m35s-00000000727000000.mp4-,Haze,val
vlc-record-2025-12-08-00h05m46s-00000000727000000.mp4-,Haze,test
vlc-record-2025-12-08-00h08m19s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h13m40s-00000000727000000.mp4-,Haze,test
vlc-record-2025-12-08-00h14m37s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h16m45s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h18m24s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h22m07s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h32m18s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h34m35s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h36m34s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h37m46s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h40m10s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h42m27s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h42m43s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h45m52s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h46m18s-00000000727000000.mp4-,Haze,test
vlc-record-2025-12-08-00h47m27s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h48m42s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-00h50m00s-00000000727000000.mp4-,Haze,test
vlc-record-2025-12-08-10h44m32s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-10h54m10s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-10h54m45s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-10h56m25s-00000000727000000.mp4-,Haze,train
vlc-record-2025-12-08-10h57m12s-00000000727000000.mp4-,Haze,train
vlc-record-2026-02-25-16h46m28s-00000000304000000.mp4-,Rain,val
vlc-record-2026-02-25-17h30m32s-00000000304000000.mp4-,Rain,test
vlc-record-2026-02-25-19h09m16s-00000000304000000.mp4-,Rain,train
vlc-record-2026-04-08-13h20m05s-00000000304000000.mp4-,Rain,train
